50	2764.6006
51.195427	3228.6963
52.390854	3801.843
53.586277	4346.1147
54.781704	4768.0034
55.977131	5018.1392
57.172558	5001.0806
58.367985	4960.8887
59.563408	4925.0488
60.758835	4848.9258
61.954262	4627.8091
63.149689	4378.2212
64.345116	4176.9888
65.540543	3838.5073
66.73597	3561.3591
67.931396	3773.5759
69.126816	3804.6702
70.322243	3930.7053
71.51767	4282.1675
72.713097	4924.3745
73.908524	5687.7651
75.103951	6376.1675
76.299377	7164.4863
77.494804	7890.4609
78.690231	8515.0313
79.885658	8861.6465
81.081078	8964.7979
82.276505	8771.6807
83.471931	8455.5283
84.667358	8256.5479
85.862785	8011.4771
87.058212	7834.3462
88.253639	7640.8364
89.449066	7539.2998
90.644493	7309.6924
91.83992	7310.6597
93.035339	7394.4463
94.230766	7402.0757
95.426193	7369.8706
96.62162	7532.6636
97.817047	7872.3809
99.012474	8616.2754
100.2079	10057.367
101.40333	11015.243
102.59875	10338.624
103.79418	8588.999
104.98961	6967.3584
106.18503	5796.2295
107.38046	5254.833
108.57588	5116.6245
109.77131	4761.2866
110.96674	4532.3608
112.16216	4307.457
113.35759	4056.9727
114.55302	3779.0627
115.74844	3569.3228
116.94387	3295.3386
118.13929	3143.0532
119.33472	2865.8914
120.53014	2658.3525
121.72557	2398.4719
122.921	2044.4603
124.11642	1843.7163
125.31185	1913.4761
126.50728	2023.317
127.70271	1979.6775
128.89813	1975.6219
130.09355	1851.3207
131.28899	1818.4347
132.48441	1847.901
133.67984	1936.6029
134.87526	1963.2528
136.07068	1765.7151
137.26611	1777.0792
138.46153	1772.4946
139.65697	1940.4037
140.85239	1814.6726
142.04782	1885.8649
143.24324	1904.6514
144.43867	1881.6248
145.63409	1787.3704
146.82953	1875.3906
148.02495	1930.0737
149.22037	1778.4678
150.4158	1769.74
151.61122	1981.8879
152.80666	2060.9355
154.00208	1868.7046
155.19751	1841.1038
156.39293	1815.7146
157.58836	1858.3638
158.78378	1797.3438
159.97922	1696.2214
161.17464	1565.3616
162.37006	1621.7028
163.56549	1697.3501
164.76091	1656.3514
165.95634	1545.4226
167.15176	1501.5919
168.3472	1597.6473
169.54262	1643.0394
170.73805	1577.1906
171.93347	1531.6178
173.12889	1622.629
174.32433	1606.3739
175.51974	1563.8754
176.71518	1626.2491
177.9106	1605.4733
179.10603	1469.8099
180.30145	1495.6063
181.49689	1422.2828
182.69231	1557.132
183.88774	1520.494
